country_code,country_name,year,barley_area_ha,barley_prod_t,barley_yield_kg_per_ha,butter_of_cow_milk_prod_t,cattle_stocks_an,cereals_n_e_c_area_ha,cereals_n_e_c_prod_t,cereals_n_e_c_yield_kg_per_ha,cheese_from_milk_of_goats_prod_t,cheese_from_milk_of_sheep_prod_t,cheese_from_skimmed_cow_milk_prod_t,cheese_from_whole_cow_milk_prod_t,chickens_stocks_1000_an,cream_fresh_prod_t,goats_stocks_an,hen_eggs_in_shell_fresh_laying_1000_an,hen_eggs_in_shell_fresh_prod_1000_no,hen_eggs_in_shell_fresh_prod_t,hen_eggs_in_shell_fresh_weight_g_per_an,hen_eggs_in_shell_fresh_yield_no_per_an,meat_of_cattle_animals_an,meat_of_cattle_prod_t,meat_of_cattle_weight_kg_per_an,meat_of_chickens_animals_1000_an,meat_of_chickens_prod_t,meat_of_chickens_weight_g_per_an,meat_of_goat_animals_an,meat_of_goat_prod_t,meat_of_goat_weight_kg_per_an,meat_of_pig_animals_an,meat_of_pig_prod_t,meat_of_pig_weight_kg_per_an,meat_of_sheep_animals_an,meat_of_sheep_prod_t,meat_of_sheep_weight_kg_per_an,oats_area_ha,oats_prod_t,oats_yield_kg_per_ha,potatoes_area_ha,potatoes_prod_t,potatoes_yield_kg_per_ha,pulses_total_area_ha,pulses_total_prod_t,pulses_total_yield_kg_per_ha,sheep_stocks_an,skim_milk_and_whey_powder_prod_t,skim_milk_condensed_prod_t,swine_per_pigs_stocks_an,vegetables_primary_area_ha,vegetables_primary_prod_t,vegetables_primary_yield_kg_per_ha,wheat_area_ha,wheat_prod_t,wheat_yield_kg_per_ha,whey_condensed_prod_t,whey_dry_prod_t,whole_milk_condensed_prod_t,whole_milk_powder_prod_t
32,Argentina,2000,247830.0,722490.0,2915.3,52700.0,48674400.0,20000.0,13000.0,650.0,,,,468000.0,109000.0,3600.0,3490200.0,21000.0,5838120.0,326935.0,15568.0,278.0,12400000.0,2718000.0,219.0,418100.0,957790.0,2291.0,1364000.0,9002.0,7.0,2742457.0,213965.0,78.0,4590790.0,50000.0,11.0,337460.0,554708.0,1643.8,80000.0,2220529.0,27756.6,295100.0,334577.0,1133.8,13561600.0,45000.0,,1750000.0,168152.0,2847168.58,16932.1,6408045.0,15959352.0,2490.5,,2570.4,281.25,202000.0
32,Argentina,2001,246490.0,530045.0,2150.4,53400.0,48851400.0,20000.0,13000.0,650.0,,,,420000.0,110000.0,3600.0,3386600.0,31413.0,5391360.0,301916.0,9611.0,172.0,11584200.0,2461000.0,212.0,422500.0,950652.0,2250.0,1365000.0,9008.27,7.0,2615338.0,197504.0,76.0,4610600.0,82093.1,18.0,335534.0,644150.0,1919.8,88000.0,2497156.0,28376.8,278030.0,300705.0,1081.6,13500000.0,44000.0,,1700000.0,163904.0,2854231.0,17414.0,6840720.0,15291660.0,2235.4,,2639.12,135.0,185000.0
32,Argentina,2002,250760.0,549830.0,2192.7,54600.0,52000000.0,22000.0,15000.0,681.8,,,,370000.0,86000.0,3600.0,4000000.0,26467.0,4556900.0,255200.0,9642.0,172.0,11499447.0,2493000.0,217.0,320000.0,699440.0,2186.0,1400000.0,9239.29,7.0,2234811.0,165292.0,74.0,4648736.0,50300.0,11.0,362545.0,664760.0,1833.6,90000.0,2262120.0,25134.7,279740.0,319030.0,1140.5,12400000.0,32000.0,,1600000.0,168147.0,2900791.13,17251.5,6050210.0,12301442.0,2033.2,,5393.68,135.0,205000.0
32,Argentina,2003,334348.0,1005460.0,3007.2,55300.0,55875764.0,22000.0,15000.0,681.8,,,,350000.0,93000.0,3600.0,4200000.0,27989.0,5410440.0,303000.0,10826.0,193.0,12506196.0,2658000.0,213.0,335000.0,738212.0,2204.0,1450000.0,9569.31,7.0,2001795.0,149755.0,75.0,4780412.0,51700.0,11.0,292315.0,487510.0,1667.8,75000.0,2094520.0,27926.9,209990.0,258530.0,1231.2,13829000.0,31000.0,,1500000.0,171193.0,2942954.6,17190.9,5735292.0,14562955.0,2539.2,,5102.13,135.0,198000.0
32,Argentina,2004,275307.0,894610.0,3249.5,55000.0,56844020.0,22000.0,15000.0,681.8,,,,360000.0,95000.0,3600.0,4200000.0,28441.0,6468000.0,355740.0,12508.0,227.0,14295801.0,3024000.0,212.0,338339.0,866000.0,2560.0,1450000.0,9569.37,7.0,2148509.0,185300.0,86.0,4063938.0,44700.0,11.0,220785.0,331994.0,1503.7,70000.0,2021020.0,28871.7,150162.0,198308.0,1320.6,15158000.0,35000.0,,1490000.0,170520.0,3017451.48,17695.5,6061930.0,15925025.0,2627.1,,10710.0,135.0,220000.0
32,Argentina,2005,267450.0,799423.0,2989.1,51000.0,57033528.0,22000.0,15000.0,681.8,,,,360000.0,95000.0,3600.0,4200000.0,26500.0,7200000.0,388800.0,14672.0,272.0,14251709.0,3130800.0,220.0,394384.0,1010000.0,2561.0,1450000.0,9570.0,7.0,2470124.0,215496.0,87.0,4873042.0,51700.0,11.0,291307.0,536091.0,1840.3,63000.0,1788677.0,28391.7,179397.0,224387.0,1250.8,15497000.0,40000.0,,1830000.0,167772.0,3075924.62,18333.9,4975920.0,12593396.0,2530.9,,10710.0,125.0,260000.0
32,Argentina,2006,337592.0,1268465.0,3757.4,53000.0,58293608.0,22200.0,15200.0,684.7,,,,360000.0,95000.0,3600.0,4200000.0,32000.0,7752000.0,418608.0,13082.0,242.0,13418824.0,3033600.0,226.0,450429.0,1159000.0,2573.0,1450000.0,9569.36,7.0,3057976.0,262173.0,86.0,4474185.0,49500.0,11.0,148225.0,226910.0,1530.8,68000.0,1943632.0,28582.8,288940.0,399760.0,1383.5,15838000.0,37800.0,,2260000.0,169659.0,3026701.52,17839.9,5540405.0,14547960.0,2625.8,,14994.0,125.0,281000.0
32,Argentina,2007,416325.0,1474510.0,3541.7,52000.0,58722108.0,22500.0,15500.0,688.9,,,,360000.0,96000.0,3600.0,4250000.0,28746.0,8352000.0,442656.0,15399.0,291.0,14955659.0,3223700.0,216.0,487559.0,1244000.0,2551.0,1500000.0,9899.14,7.0,3200155.0,276116.0,86.0,4451096.0,48900.0,11.0,138025.0,242960.0,1760.3,68000.0,1950000.0,28676.5,301180.0,400699.0,1330.4,16180000.0,34920.0,,2270000.0,173817.0,3069575.92,17659.9,5777560.0,16354091.0,2830.6,,14994.0,125.0,250000.0
32,Argentina,2008,570125.0,1681880.0,2950.0,50780.0,57583120.0,22500.0,15500.0,688.9,,,,490577.0,96000.0,3600.0,4250000.0,28778.0,8832000.0,468096.0,16266.0,307.0,14660284.0,3131902.0,214.0,539490.0,1400000.0,2595.0,1500000.0,9898.89,7.0,3156841.0,274355.0,87.0,4140288.0,46000.0,11.0,224250.0,472420.0,2106.7,68000.0,1900000.0,27941.2,310930.0,415229.0,1335.4,15988000.0,19080.0,,2270000.0,172336.0,3099741.85,17986.6,4266430.0,8376452.0,1963.3,,28017.36,125.0,240000.0
32,Argentina,2009,502640.0,1355801.0,2697.4,50623.0,54463872.0,23000.0,16000.0,695.7,,,,508069.0,96000.0,3600.0,4250000.0,28810.0,9720000.0,507300.0,17608.0,337.0,16053026.0,3378460.0,210.0,573327.0,1501000.0,2618.0,1500000.0,9898.97,7.0,3339759.0,288851.0,86.0,4403119.0,45000.0,10.0,211805.0,290525.0,1371.7,66479.0,1950000.0,29332.6,343049.0,400970.53,1168.8,15278000.0,19080.0,,2270000.0,172646.0,3108008.19,18002.2,3272740.0,9023139.0,2757.1,,29016.96,125.0,260000.0
32,Argentina,2010,746435.0,2964075.0,3971.0,49643.06,48949744.0,26000.0,18978.0,729.9,,,,520224.7,98000.0,3549.1,4037036.0,38000.0,10259000.0,554000.0,14579.0,270.0,11882706.0,2630163.0,221.0,615699.0,1598000.0,2595.0,1500000.0,9899.05,7.0,3234133.0,279102.0,86.0,4059942.0,74411.81,18.0,139368.0,181990.0,1305.8,67896.0,2011097.39,29620.3,370854.0,503556.66,1357.8,15024744.0,20400.0,,3179039.0,173286.0,3176792.48,18332.7,4531520.0,15875653.0,3503.4,,45269.89,116.16,242000.0
32,Argentina,2011,1121278.0,4085770.0,3643.9,53564.74,47972660.0,26000.0,16459.0,633.0,,,,536043.3,100000.0,3848.7,4280000.0,41000.0,10829000.0,590900.0,14412.0,264.0,10865019.0,2498954.0,230.0,683019.0,1779000.0,2605.0,1500000.0,9899.14,7.0,3443378.0,300663.0,87.0,3485388.0,65947.0,19.0,284570.0,660200.0,2320.0,68923.0,2058375.56,29864.9,397312.0,550793.03,1386.3,14731000.0,19080.0,,3437003.0,174642.0,3287221.99,18822.6,4496078.0,14500519.0,3225.1,,60599.66,125.0,297000.0
32,Argentina,2012,1694545.0,5158180.0,3044.0,53314.68,49865864.0,37000.0,14750.0,398.6,,,,563942.56,105000.0,3912.59,4350000.0,41300.0,10920000.0,600000.0,14528.0,264.0,11428791.0,2595815.0,227.0,734646.0,1903000.0,2590.0,1530830.0,10102.68,7.0,3818758.0,331000.0,87.0,2958331.0,58962.0,20.0,196135.0,414990.0,2115.8,70710.0,2149333.01,30396.7,466773.0,652313.0,1397.5,14697000.0,32126.0,,3818758.0,169483.0,3372455.44,19898.5,3018403.0,8023996.0,2658.4,,66467.0,128.09,280627.0
32,Argentina,2013,1203306.0,4705160.0,3910.2,50111.0,50996397.0,28000.0,19500.0,696.4,,,,546543.0,107000.0,3735.39,4375000.0,42000.0,10368630.0,565090.0,13455.0,247.0,12625313.0,2821608.0,223.0,732463.0,1921000.0,2623.0,1573909.0,10387.06,7.0,4805499.0,416442.0,87.0,2974046.0,56657.0,19.0,260240.0,495940.0,1905.7,71954.0,2211553.96,30735.7,248140.0,284263.0,1145.6,14574880.0,37753.0,,4221954.0,178233.0,3430811.5,19249.1,3451785.0,9188339.0,2661.9,,78565.0,121.93,255632.0
32,Argentina,2014,888873.0,2901492.0,3264.2,48059.0,51646544.0,25498.0,16269.58,638.1,,,,558907.0,109000.0,4014.1,4400000.0,43000.0,10642000.0,635580.0,14781.0,247.0,12100979.0,2674000.0,221.0,729244.0,1934000.0,2652.0,1269628.0,8380.77,7.0,5110083.0,442025.0,87.0,3166985.0,60338.0,19.0,226109.0,444820.0,1967.3,72922.0,2264803.89,31057.7,500057.0,707551.21,1414.9,14534000.0,42037.0,,4692103.0,181834.0,3495430.38,19223.2,4957300.0,13930078.0,2810.0,,69437.0,119.39,230309.0
32,Argentina,2015,888873.0,2901495.0,3264.2,41226.0,51429848.0,25377.0,16112.03,634.9,,,,566093.0,115000.0,4308.36,4720674.0,42500.0,12146300.0,765000.0,18000.0,286.0,12156600.0,2727000.0,224.0,729929.0,2093000.0,2867.0,1288380.0,8505.87,7.0,5502037.0,483437.0,88.0,3155631.0,57609.0,18.0,244528.0,524716.0,2145.8,74338.0,2329939.06,31342.5,649523.0,967539.25,1489.6,14859486.0,26828.0,,5011446.0,177840.0,3476231.51,19547.0,3953102.0,11314952.0,2862.3,,84404.45,126.14,245443.0
32,Argentina,2016,1246891.0,4938723.0,3960.8,34234.0,52636778.0,26002.0,16736.97,643.7,,,,533171.0,111100.0,3636.17,4712173.0,43100.0,12730400.0,802000.0,18608.0,295.0,11720350.0,2644000.0,226.0,704023.0,2055000.0,2919.0,1112880.0,7347.0,7.0,5986561.0,522428.0,87.0,2507115.0,51590.0,21.0,239640.0,553435.0,2309.4,75500.0,2430866.0,32196.9,499100.0,605395.22,1213.0,14864321.0,34048.0,,5119438.0,175149.0,3443988.96,19663.2,5566385.0,18395106.0,3304.7,,80442.01,105.91,157130.0
32,Argentina,2017,870213.0,3741158.0,4299.1,26807.0,54793181.0,25728.0,16549.56,643.3,,,,408128.0,118300.0,3003.57,4863894.0,44000.0,12987100.0,813000.0,18477.0,295.0,12616936.0,2844511.0,225.0,722119.0,2116000.0,2930.0,1095690.0,7232.6,7.0,6425216.0,566276.0,88.0,2492146.0,50616.0,20.0,321054.0,784981.0,2445.0,74845.0,2459310.23,32858.6,600652.0,754442.75,1256.0,14746566.0,45650.0,,5119438.0,176428.0,3513409.9,19914.1,5822173.0,18518045.0,3180.6,,62542.18,88.24,149084.0
32,Argentina,2018,1209995.0,5061069.0,4182.7,29351.0,54793181.0,26186.0,16817.0,642.2,,,,444128.0,113604.0,3433.69,4567479.0,44200.0,13158150.0,829000.0,18756.0,298.0,13452831.0,3066094.0,228.0,711460.0,2068494.0,2907.0,1142427.0,7540.75,7.0,6778976.0,620549.0,92.0,2481631.0,49126.0,20.0,218399.0,491713.0,2251.4,74231.0,2483769.25,33460.0,577296.0,763191.24,1322.0,14339908.0,40566.0,,5191453.0,173802.0,3597489.18,20698.8,6050953.0,19459727.0,3216.0,,67095.34,100.47,192178.0
32,Argentina,2019,1121449.0,3784823.0,3374.9,28694.0,55007853.0,26168.0,16850.63,643.9,,,,429411.0,118457.0,3339.72,4638635.0,44500.0,13175000.0,830000.0,18652.0,296.0,13924936.0,3135908.0,225.0,756949.0,2203410.7,2911.0,1191940.0,7868.84,7.0,6854854.0,629717.0,92.0,2669304.0,53392.0,20.0,238166.0,571630.0,2400.1,76171.0,2600000.0,34133.6,653755.0,941092.1,1439.5,14774196.0,45128.0,,5128954.0,171444.0,3646718.47,21270.6,6729838.0,19776942.0,2938.7,,65154.31,97.72,187705.0
32,Argentina,2020,1078835.0,3612804.0,3348.8,34661.0,54460799.0,26312.0,16970.83,645.0,,,,420650.0,118463.0,3493.58,4695830.0,44800.0,14862000.0,873000.0,19487.0,332.0,13991415.0,3168472.0,226.0,757488.0,2219238.25,2930.0,1146332.0,8490.48,7.0,7006091.0,655381.88,94.0,2697343.0,53498.78,20.0,322328.0,600105.0,1861.8,79940.0,2884000.0,36077.1,714506.0,1058137.2,1480.9,14571766.0,52469.0,,5376958.0,170223.0,3705709.44,21769.7,6394102.0,17644277.0,2759.5,,68283.94,102.22,213284.0
32,Argentina,2021,1006503.0,4036130.0,4010.1,41131.0,53517534.0,26530.0,17098.34,644.5,,,,460173.0,115536.0,3865.33,4280903.0,47500.0,14043375.0,885000.0,18632.0,296.0,12987232.0,2981689.8,230.0,741395.0,2294978.7,3095.0,1045041.0,7603.42,7.0,7484270.0,695939.0,93.0,2292147.0,45822.75,20.0,241925.0,506718.0,2094.5,86222.0,2999743.98,34790.9,718634.0,1075097.54,1496.0,13347911.0,54930.0,,5350999.0,168921.0,3804840.54,22524.4,6548477.0,22150287.0,3382.5,,75346.78,113.1,234264.0
32,Argentina,2022,1335623.0,5279608.0,3952.9,39033.0,53416435.0,26785.0,17264.27,644.5,,,,460223.0,116089.0,3774.53,3954991.0,51500.0,15291600.0,963000.0,18699.0,297.0,13580234.0,3150850.63,232.0,751692.0,2319469.0,3086.0,1044740.0,6898.34,7.0,7709536.0,726651.29,94.0,2000026.0,40540.41,20.0,348835.0,723155.0,2073.1,64306.0,2259130.89,35131.1,771865.0,1168661.38,1514.1,12461845.0,51364.0,,5477107.0,169662.0,3885371.08,22900.7,5488728.0,12555860.0,2287.6,,69854.05,110.44,212768.0
32,Argentina,2023,1589966.0,4695914.0,2953.5,34703.0,54242595.0,26994.0,17371.54,643.5,,,,477436.0,113418.0,3604.03,4127245.0,51620.0,15807600.0,977000.0,18927.0,306.0,14517001.0,3287045.86,226.0,740461.0,2287016.0,3089.0,1070218.0,7066.75,7.0,8086828.0,762163.54,94.0,2197110.0,39497.51,18.0,257361.0,428884.0,1666.5,60695.0,2146599.08,35366.9,709727.0,942238.0,1327.6,12609460.0,32843.0,,5887401.0,172395.0,3956097.03,22947.8,5575352.0,15853154.0,2843.4,,71515.07,105.46,185157.0
36,Australia,2000,3454000.0,6743000.0,1952.2,183000.0,27588000.0,,,,,,,373000.0,84928.0,11435.0,1905000.0,12016.0,2502000.0,143000.0,11901.0,208.0,8649000.0,1987902.0,230.0,394000.0,610000.0,1548.0,425000.0,10625.0,25.0,5014000.0,364400.0,73.0,33142000.0,680000.0,21.0,650488.0,1049826.0,1613.9,42162.0,1199622.0,28452.7,2209392.0,2146245.0,971.4,118552000.0,246600.0,0.0,2511000.0,75788.0,1754852.63,23154.8,12141000.0,22108000.0,1820.9,,54180.0,15000.0,186700.0
36,Australia,2001,3707378.0,8279769.0,2233.3,172000.0,27721000.0,,,,,,,376000.0,90973.0,13995.0,2140000.0,14276.0,2466000.0,141000.0,9877.0,173.0,8764000.0,2078900.0,237.0,397238.0,627340.0,1579.0,713015.0,10433.0,15.0,5171500.0,378531.0,73.0,35257000.0,715000.0,20.0,784081.0,1433651.0,1828.4,39622.0,1302110.0,32863.3,2037234.0,2548023.0,1250.7,110900000.0,249000.0,,2748000.0,77996.0,1920254.33,24619.8,11529155.0,24299335.0,2107.6,,54180.0,24000.0,205000.0
36,Australia,2002,3863778.0,3864833.0,1000.3,178000.0,27870000.0,,,,,,,412000.0,85002.0,17782.0,2750000.0,12858.0,2448000.0,139500.0,10849.0,190.0,9050100.0,2089742.0,231.0,428206.0,699528.0,1634.0,1055605.0,14756.0,14.0,5602800.0,407274.0,73.0,31841000.0,644000.0,20.0,911464.0,957104.0,1050.1,37943.0,1333158.0,35135.8,2016536.0,1296044.0,642.7,106166000.0,243000.0,,2940000.0,75616.0,1856108.96,24546.6,11170280.0,10131924.0,907.0,,79380.0,22000.0,239000.0
36,Australia,2003,4477024.0,10381827.8,2318.9,164000.0,26664000.0,,,,,,,379000.0,83826.0,20421.0,2530000.0,12913.0,2288470.0,130400.0,10098.0,177.0,8906300.0,1997563.0,224.0,418269.0,681487.0,1629.0,1078129.0,15466.0,14.0,5723300.0,418875.0,73.0,30527000.0,597000.0,20.0,1089303.0,2018103.0,1852.7,35899.0,1247268.0,34743.8,1735441.0,2304469.0,1327.9,99252376.0,182000.0,,2658000.0,71714.0,1675001.57,23356.6,13067077.0,26131870.0,1999.8,,84420.0,13000.0,198000.0
36,Australia,2004,4645658.0,7739767.0,1666.0,149000.0,27465000.0,,,,,,,384000.0,83404.0,26796.0,2840000.0,12669.0,2316540.0,132000.0,10419.0,183.0,8803400.0,2112892.0,240.0,435646.0,722471.0,1658.0,1127888.0,17178.0,15.0,5440200.0,394823.0,73.0,26982500.0,561000.0,21.0,893644.0,1282537.0,1435.2,36120.0,1310385.0,36278.7,1746492.0,1659052.0,949.9,101287440.0,189000.0,,2547788.0,72661.0,1820885.06,25060.1,13399397.0,21905113.0,1634.8,,100800.0,13500.0,187000.0
36,Australia,2005,4405727.0,9481741.0,2152.1,148000.0,27782000.0,,,,,,,388000.0,75903.0,20893.0,3400000.0,13175.0,2431840.0,138600.0,10520.0,185.0,8466500.0,2090272.0,247.0,432899.0,755197.0,1745.0,1203596.0,18441.0,15.0,5372300.0,390336.0,73.0,28773100.0,595185.0,21.0,930331.0,1688047.0,1814.5,37437.0,1288269.0,34411.7,1661834.0,2676090.0,1610.3,101124888.0,205500.0,,2538000.0,69034.0,1784023.98,25842.6,12442719.0,25150343.0,2021.3,,95200.0,13500.0,189000.0
36,Australia,2006,4181979.0,4257032.0,1017.9,133000.0,28393400.0,,,,,,,373000.0,94384.0,17410.0,3300000.0,15936.0,3004954.0,171300.0,10749.0,189.0,8854400.0,2188318.0,247.0,444819.0,797416.0,1793.0,1200627.0,18585.0,15.0,5319800.0,382682.0,72.0,30495300.0,625629.0,21.0,1002685.0,748303.0,746.3,35268.0,1249605.0,35431.7,1826140.0,1055602.0,578.1,91028408.0,191000.0,,2733000.0,73693.0,1829951.98,24831.9,11797888.0,10821628.0,917.3,,95200.0,14300.0,158000.0
36,Australia,2007,4901838.0,7160168.0,1460.7,133100.0,28036600.0,,,,,,,363817.0,97386.0,15650.0,2500000.0,15271.0,2837266.0,161700.0,10589.0,186.0,8900300.0,2168946.0,244.0,458572.0,812885.0,1773.0,1043976.0,16233.0,16.0,5326900.0,384586.0,72.0,33429500.0,683573.0,20.0,1237824.0,1502305.0,1213.7,34096.0,1211988.0,35546.3,1712311.0,1543121.0,901.2,85711184.0,164000.0,,2604681.0,72543.0,1797413.21,24777.4,12578309.0,13569378.0,1078.8,,95200.0,15500.0,135000.0
36,Australia,2008,5015011.0,7996506.0,1594.5,127618.0,27320978.0,,,,,,,360854.0,88629.0,8570.0,2700000.0,14760.0,2807000.0,160000.0,10840.0,190.0,8652000.0,2138328.0,247.0,462832.0,805373.0,1740.0,1113527.0,17363.0,16.0,4976300.0,345076.0,69.0,31424700.0,659512.0,21.0,870328.0,1160028.0,1332.9,36965.0,1409195.0,38122.4,1529274.0,1645701.77,1076.1,76938000.0,166000.0,,2411454.0,63459.0,1756133.12,27673.6,13530196.0,21420177.0,1583.1,,95200.0,17000.0,142000.0
36,Australia,2009,4421596.0,7864551.0,1778.7,148495.0,27906764.0,,,,,,,342016.0,95409.0,8800.0,3400000.0,12604.0,2795220.0,159328.0,12641.0,222.0,8411000.0,2106385.0,250.0,468712.0,828594.0,1768.0,1631798.0,25680.0,16.0,4500200.0,323670.0,72.0,30665700.0,635110.0,21.0,850077.0,1161606.0,1366.5,32579.0,1178534.0,36174.7,1716602.0,2080368.0,1211.9,72739696.0,190200.0,,2301714.0,67812.0,1849322.31,27271.1,13881030.0,21834010.0,1572.9,,95200.0,17000.0,145000.0
36,Australia,2010,3680994.0,7994720.0,2171.9,128379.0,26733000.0,,,,,,,349271.0,83024.0,6512.83,3500000.0,11734.0,3051353.0,174000.0,14829.0,260.0,8273000.0,2128598.0,257.0,512170.0,934352.0,1824.0,1676161.0,26452.0,16.0,4616700.0,338734.0,73.0,25664000.0,555206.0,22.0,826031.0,1127683.0,1365.2,36379.0,1278118.0,35133.4,2226673.0,2494367.5,1120.2,68085496.0,222500.0,,2289292.0,71342.0,1879895.72,26350.5,13501780.0,27410076.0,2030.1,,123480.0,17500.0,126000.0
36,Australia,2011,3718261.0,8220863.0,2210.9,122486.0,28506168.0,,,,,,,338680.0,90744.0,6799.72,3500000.0,13111.0,3420557.0,205200.0,15651.0,261.0,7942500.0,2129021.0,268.0,546758.0,1012542.0,1852.0,1738710.0,28368.0,16.0,4662800.0,344266.0,74.0,23114800.0,516608.0,22.0,731144.0,1262032.0,1726.1,32153.0,1128208.0,35088.7,1818544.0,2614816.0,1437.9,73098760.0,230300.0,,2285214.0,75832.0,1742663.07,22980.7,13902140.0,29905009.0,2151.1,,98262.39,7500.0,151300.0
36,Australia,2012,3644368.0,7471592.0,2050.2,119715.0,28418422.0,,,,,,,340340.0,100996.0,6626.14,3550000.0,13379.0,3578108.0,214686.0,16046.0,267.0,7977700.0,2152031.0,270.0,559451.0,1046748.0,1871.0,1857211.0,29809.0,16.0,4727900.0,351737.0,74.0,24791100.0,554434.0,22.0,728575.0,1121135.0,1538.8,33670.0,1288186.0,38259.2,1750174.0,2199376.11,1256.7,74721552.0,224100.0,,2137921.0,73653.0,1912499.23,25966.4,12979382.0,22855576.0,1760.9,,136080.0,7500.0,140400.0
36,Australia,2013,3814113.0,9174417.0,2405.4,118228.0,29290768.0,,,,,,,338312.0,98653.0,6412.88,3550000.0,14618.0,4015422.0,240925.0,16481.0,275.0,9034200.0,2359064.0,261.0,572091.0,1066506.0,1864.0,2073395.0,31663.0,15.0,4777200.0,359903.0,75.0,30430400.0,660437.0,22.0,714699.0,1254659.0,1755.5,33034.0,1273243.0,38543.4,1532141.0,2220328.15,1449.2,75547848.0,210962.0,,2098147.0,69274.0,1961482.24,28314.7,12613226.0,25303037.0,2006.1,,93875.11,10000.0,108800.0
36,Australia,2014,4078041.0,8646321.0,2120.2,116124.0,29103000.0,,,,,,,311460.0,97500.0,6465.81,3570000.0,15332.0,3861441.0,231686.0,15111.0,252.0,9896168.0,2595149.0,262.0,579881.0,1103069.0,1902.0,2128742.0,32913.0,15.0,4771375.0,362192.0,76.0,32194500.0,720600.0,22.0,854417.0,1198006.0,1402.1,29505.0,1171259.0,39697.0,1553464.0,2082093.67,1340.3,72612000.0,233835.0,,2308000.0,71731.0,1754156.44,24454.6,12383673.0,23742560.0,1917.2,,92189.01,9800.0,100000.0
36,Australia,2015,4107648.0,8992274.0,2189.2,118583.0,27412872.0,,,,,,,344142.0,88658.0,6419.89,3600000.0,17500.0,3821307.0,229278.0,13102.0,218.0,10103100.0,2661640.0,263.0,590623.0,1115543.0,1889.0,2130000.0,32285.0,15.0,4923863.0,371163.0,75.0,31888500.0,721053.0,23.0,821498.0,1299680.0,1582.1,29414.0,1154503.0,39250.1,1994279.0,2397380.99,1202.1,70909812.0,242267.0,,2272164.0,69555.0,1882161.96,27060.0,11282202.0,22274514.0,1974.3,,102569.92,8348.63,96840.0
36,Australia,2016,4834102.0,13505990.0,2793.9,118624.0,24971349.0,,,,,,,344257.0,90052.0,6902.95,3650000.0,15628.0,3944362.0,236662.0,15143.0,252.0,8796400.0,2315994.0,263.0,623277.0,1191322.0,1911.0,2157543.0,33330.0,15.0,4999600.0,377643.0,76.0,31257900.0,712525.0,23.0,1027872.0,2265503.3,2204.1,27968.0,1130175.0,40409.6,2614322.0,4475025.94,1711.7,67543092.0,255792.0,,2294245.0,70600.0,1876713.99,26582.2,12191153.0,31818743.54,2610.0,,101383.91,13200.0,66125.0
36,Australia,2017,4124158.0,9253852.0,2243.8,99941.0,26175521.0,,,,,,,336742.0,95012.0,6202.58,3600000.0,16029.0,4126317.0,247579.0,15446.0,257.0,7423300.0,2068616.0,279.0,652680.0,1229505.0,1884.0,2087349.0,33000.0,16.0,5159800.0,397139.0,77.0,28896900.0,669604.0,23.0,874136.0,1227837.0,1404.6,28372.0,1105194.17,38953.4,2694142.0,3264796.2,1211.8,72125334.0,222109.0,,2485699.0,74499.0,1898169.19,25479.2,10919180.0,20941134.0,1917.8,,99735.78,19244.23,63242.0
36,Australia,2018,4436588.0,8818946.12,1987.8,93000.0,26395734.0,,,,,,,377000.0,99784.0,6170.63,3760717.0,16128.0,4315471.0,258928.0,16055.0,268.0,8341100.0,2308547.0,277.0,635865.0,1212549.0,1907.0,1649668.0,23388.0,14.0,5422200.0,423400.0,78.0,32245893.0,736557.0,23.0,938129.0,1134618.64,1209.4,29740.0,1188655.0,39968.2,2074626.0,2204660.37,1062.7,70067316.0,201426.0,,2534030.0,73063.0,1918212.25,26254.1,10402271.0,17597560.79,1691.7,,102284.79,17916.13,82499.0
36,Australia,2019,5040903.0,10127175.29,2009.0,73300.0,24723458.0,,,,,,,381000.0,111924.0,6516.02,3919258.0,16335.0,4258778.0,255527.0,15643.0,261.0,9047200.0,2431810.0,269.0,652754.0,1226601.0,1879.0,1541608.0,22381.0,15.0,5143700.0,397900.0,77.0,30968583.0,731281.0,24.0,815954.0,1142934.47,1400.7,32413.0,1225273.58,37802.2,1930069.0,1927205.94,998.5,65755408.0,192373.0,,2319033.0,71919.0,1883245.63,26185.5,9863184.0,14480217.44,1468.1,,96647.07,21056.08,47534.0
36,Australia,2020,5491009.0,14648580.55,2667.7,73168.0,23503238.0,,,,,,,371131.0,100894.0,6507.44,3300000.0,16072.0,4308835.0,241294.76,15013.0,268.0,7558900.0,2125135.0,281.0,658261.0,1270768.0,1930.0,1158014.0,15521.0,13.0,5328800.0,418900.0,79.0,26563849.0,657790.0,25.0,1069891.0,1897989.62,1774.0,27057.0,1076780.11,39797.1,2322276.0,3303330.07,1422.5,63529366.0,160180.0,,2258046.0,66281.0,1766868.77,26657.2,12643216.0,31922554.7,2524.9,,96643.81,18645.17,44636.0
